标题,小区名,房屋详情,关注人数/发布时间,总价,单价,经度,纬度,格式化地址,地址级别
幸福里大三房 好楼层 前排无遮挡 看房预约,华润幸福里 ,3室1厅 | 115.32平米 | 南 北 | 其他 | 中楼层(共26层)  | 塔楼,2人关注 / 1个月以前发布,212万,"18,384元/平",118.888859,32.130680,江苏省南京市栖霞区华润幸福里,住宅区
此房满五唯一，税费少，总价低 ，挑高两层,东郊小镇第六街区 ,2室2厅 | 44.83平米 | 南 | 精装 | 低楼层(共7层)  | 板楼,0人关注 / 一年前发布,58万,"12,938元/平",118.949063,32.057150,江苏省南京市江宁区东郊小镇第六街区,住宅区
苹果都市 1室1厅 南,苹果都市 ,1室1厅 | 43.63平米 | 南 | 其他 | 高楼层(共14层)  | 板塔结合,0人关注 / 15天以前发布,37万,"8,481元/平",118.796624,32.059344,江苏省南京市,市
自住精装 大三房 东边户 保养好  看房方便中间楼层,定林苑 ,3室2厅 | 120.34平米 | 南 北 | 其他 | 高楼层(共34层)  | 板楼,1人关注 / 2个月以前发布,140万,"11,634元/平",118.931798,32.040624,江苏省南京市江宁区定林苑,住宅区
中电颐和府邸  精装修30万  中上楼层   三房 景观房,颐和府邸A区 ,3室2厅 | 90.87平米 | 南 | 精装 | 中楼层(共25层)  | 板楼,7人关注 / 3个月以前发布,285万,"31,364元/平",118.814284,32.099816,江苏省南京市栖霞区颐和府邸A区,住宅区
业主急售，河东位置，近地铁，采光好两房,天润城第十二街区 ,2室1厅 | 76.45平米 | 南 北 | 简装 | 中楼层(共18层)  | 板塔结合,2人关注 / 2个月以前发布,107万,"13,997元/平",118.733708,32.155048,江苏省南京市浦口区天润城第十二街区,住宅区
双卧朝南 采光好 1992年房龄 位置很好 诚心出售,瑞金北村 ,2室1厅 | 57.3平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 7个月以前发布,175万,"30,542元/平",118.811587,32.035704,江苏省南京市秦淮区瑞金北村,村庄
满五唯一 采光很好 小区环境好 看房方便,奥体新城清竹园 ,2室2厅 | 86.58平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,11人关注 / 1个月以前发布,388万,"44,815元/平",118.729466,32.018693,江苏省南京市建邺区奥体清竹园,住宅区
此房不临街，东边户，中楼层 ，全明通透 无遮挡。,新河一村南区 ,2室1厅 | 47.75平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,322万,"67,435元/平",118.735897,32.069336,江苏省南京市鼓楼区新河一村(北区),住宅区
荣盛阿尔卡迪亚 二房 南北贯通  拎包入住 近地铁,荣盛阿尔卡迪亚 ,2室2厅 | 78.93平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,95万,"12,036元/平",118.741170,32.238448,江苏省南京市六合区荣盛·文承苑,住宅区
玄武门 地铁口 中楼层 采光好 三房低总价,童家巷 ,2室1厅 | 73.53平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,3人关注 / 2个月以前发布,198万,"26,928元/平",118.779510,32.071342,江苏省南京市鼓楼区童家巷,道路
莱蒙大三房 自住精装 安静舒适 诚心出售,水榭阳光花园 ,3室2厅 | 119.26平米 | 南 北 | 精装 | 低楼层(共27层)  | 板塔结合,19人关注 / 9个月以前发布,262万,"21,969元/平",118.888088,31.324930,江苏省南京市高淳区阳光花园,住宅区
中间楼层 楼间距大采光好 近地铁带地下室 配套成熟,景虹园 ,3室1厅 | 105.63平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,236万,"22,343元/平",118.824205,32.103828,江苏省南京市栖霞区景虹园,住宅区
三地铁 S6 2/4号线换乘 次新小区 婚装房 基本未住,中海钟山印 ,3室2厅 | 106.28平米 | 南 | 其他 | 中楼层(共17层)  | 暂无数据,3人关注 / 1个月以前发布,320万,"30,110元/平",118.911395,32.059015,江苏省南京市栖霞区中海·钟山印,住宅区
万科光明城市 湖景三房 居家装修 保养好看房方便,万科光明城市西苑 ,3室2厅 | 112.48平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼,2人关注 / 26天以前发布,570万,"50,676元/平",118.741851,32.002752,江苏省南京市建邺区万科·光明城市西苑,未知
弘阳物业品质小区 96%得房 30万自住精装 可实地看房,弘阳时光里一区 ,3室2厅 | 74.5平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,2人关注 / 28天以前发布,196万,"26,309元/平",118.724189,32.140230,江苏省南京市浦口区弘阳,村庄
此房一南一北 格局采光好诚心出售刚需小两房有阁楼,四方新村一村 ,2室2厅 | 53.04平米 | 南 | 精装 | 高楼层(共5层)  | 板塔结合,1人关注 / 7个月以前发布,95万,"17,912元/平",118.837604,32.017188,江苏省南京市秦淮区四方新村一村,住宅区
河西中部 东边户 楼层好 全明户型,虹苑新寓一村 ,3室1厅 | 85.87平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,5人关注 / 3个月以前发布,197万,"22,942元/平",118.731109,32.042322,江苏省南京市鼓楼区新寓一村,村庄
南京南站 花神庙地铁 软件大道 。,双龙嘉园石华街17号 ,2室1厅 | 87.03平米 | 南 北 | 其他 | 中楼层(共18层)  | 板楼,2人关注 / 25天以前发布,159万,"18,270元/平",118.787488,31.969062,江苏省南京市雨花台区双龙嘉园石华街17号,门址
楼层好，采光充足，配套设施齐全，交通便利,萍聚村 ,3室1厅 | 73.53平米 | 南 | 其他 | 中楼层(共5层)  | 板塔结合,10人关注 / 10个月以前发布,399万,"54,264元/平",118.766083,32.043619,江苏省南京市鼓楼区萍聚村,村庄
中信泰富海邻苑 学X旁 接小孩上下学方便,中信泰富海麟苑 ,3室1厅 | 94.97平米 | 南 | 精装 | 低楼层(共26层)  | 板塔结合,6人关注 / 6个月以前发布,170万,"17,901元/平",118.911914,32.024447,江苏省南京市江宁区中信泰富海麟苑,住宅区
近地铁五号线通济门站，尚书巷菜市场旁边。,尚书村 ,2室1厅 | 44.3平米 | 南 | 毛坯 | 高楼层(共6层)  | 板塔结合,1人关注 / 3个月以前发布,121万,"27,314元/平",118.806915,32.027884,江苏省南京市秦淮区尚书村,村庄
江心洲安置天花板 人车分流  仁恒代建,洲岛和园和乐苑 ,1室1厅 | 50.47平米 | 南 | 简装 | 低楼层(共34层)  | 板楼,4人关注 / 22天以前发布,66万,"13,078元/平",118.687042,32.009809,江苏省南京市建邺区洲岛和园和乐苑,住宅区
明发滨江新城二期 1室1厅 南,明发滨江新城二期 ,1室1厅 | 50.67平米 | 南 | 其他 | 中楼层(共27层)  | 塔楼,1人关注 / 1个月以前发布,98万,"19,341元/平",118.744985,32.130482,江苏省南京市浦口区明发滨江新城二期,住宅区
高楼层视野开阔 有车位 仁恒品质 精装保养很好 诚售,仁恒江湾城二期 ,3室1厅 | 132.48平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,16人关注 / 一年前发布,600万,"45,290元/平",118.711141,31.997001,江苏省南京市建邺区仁恒江湾城,住宅区
位置好 楼层也好 采光充足 设施齐全,新城香悦澜山 ,3室2厅 | 88.67平米 | 东南 南 | 简装 | 高楼层(共27层)  | 板塔结合,0人关注 / 8个月以前发布,209万,"23,571元/平",118.975678,32.126251,江苏省南京市栖霞区新城·香悦澜山,住宅区
奥南次新房新空未入住 总高17层 精装修 诚心出售,鱼嘴金茂悦 ,3室2厅 | 103.78平米 | 南 | 精装 | 高楼层(共17层)  | 板塔结合,1人关注 / 2个月以前发布,455万,"43,843元/平",118.679534,31.970079,江苏省南京市建邺区鱼嘴金茂悦,兴趣点
隧道口 润江城 中间楼层 满二年 精装修保养好,正荣润江城 ,3室2厅 | 87.37平米 | 南 北 | 精装 | 中楼层(共26层)  | 板塔结合,3人关注 / 一年前发布,258万,"29,530元/平",118.673937,32.058662,江苏省南京市浦口区正荣·润江城,住宅区
万科开发，物业 开发商精装三大件新空，好楼层采光佳,首开万科江悦光年 ,3室2厅 | 102.66平米 | 南 | 精装 | 低楼层(共23层)  | 板楼,5人关注 / 2个月以前发布,268万,"26,106元/平",118.657637,32.076196,江苏省南京市浦口区江悦光年,住宅区
新街口 淮海新村 单室套 好楼层 诚心卖,淮海新村 ,1室1厅 | 41.27平米 | 东 西 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 30天以前发布,209万,"50,643元/平",118.789243,32.036906,江苏省南京市秦淮区淮海新村,村庄
研创园旁边 滨江嘉园 精装两房 楼层好总价低看房方便,滨江嘉园 ,2室2厅 | 82.81平米 | 南 | 其他 | 低楼层(共33层)  | 板楼,0人关注 / 27天以前发布,100万,"12,076元/平",118.628159,32.041632,江苏省南京市浦口区滨江嘉园,住宅区
幕府山庄  前后不遮挡采光好  双南  精装修,幕府山庄 ,2室1厅 | 59.86平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,13人关注 / 一年前发布,80万,"13,365元/平",118.816865,32.123750,江苏省南京市栖霞区幕府山庄,村庄
纯边户 前后无遮挡 采光好 ，业主诚心出售,麒麟紫荆城青西苑 ,2室2厅 | 62.42平米 | 南 北 | 其他 | 低楼层(共32层)  | 板楼,0人关注 / 15天以前发布,65万,"10,414元/平",118.917698,32.043691,江苏省南京市江宁区麒麟紫荆城青西苑,住宅区
交通便利   配套成熟   诚心卖房,精金花园北区 ,3室1厅 | 90.44平米 | 南 北 | 精装 | 中楼层(共34层)  | 板塔结合,5人关注 / 8个月以前发布,252万,"27,864元/平",118.729544,32.027952,江苏省南京市建邺区精金花园(北区),住宅区
大地雅特花园  一号线七号线  不临街 楼层好 房东急售,大地伊丽雅特湾 ,2室2厅 | 91.32平米 | 南 | 简装 | 中楼层(共11层)  | 板楼,2人关注 / 1个月以前发布,238万,"26,063元/平",118.814667,32.115611,江苏省南京市栖霞区大地伊丽雅特湾,住宅区
夫子庙景区3号线地铁出行2楼3居室低楼层 小区已出新,白鹭小区新声巷 ,3室1厅 | 64.06平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,1人关注 / 2个月以前发布,159万,"24,821元/平",118.794739,32.023447,江苏省南京市秦淮区白鹭小区,住宅区
楼层好 看房方便 如意里 一枝园 结婚装修,如意里 ,3室1厅 | 66.7平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,6人关注 / 6个月以前发布,225万,"33,734元/平",118.793375,32.047154,江苏省南京市玄武区如意里,住宅区
一号线竹山路 2013年电梯房 改了三房 诚心卖房,武夷绿洲品兰苑 ,2室1厅 | 85.73平米 | 南 | 精装 | 中楼层(共16层)  | 板塔结合,24人关注 / 一年前发布,172万,"20,063元/平",118.841725,31.925568,江苏省南京市江宁区武夷绿洲品兰苑,住宅区
电梯房 南北通透户型方正 楼层好 三居室,裕顺雅苑 ,3室1厅 | 98.55平米 | 南 北 | 其他 | 中楼层(共11层)  | 板楼,2人关注 / 15天以前发布,412万,"41,807元/平",118.746672,32.063593,江苏省南京市鼓楼区裕顺雅苑,住宅区
苜蓿园 月牙湖畔 紫金山下 湖景仁恒电梯全明三房,梅花山庄湖畔之星 ,3室2厅 | 132.14平米 | 南 北 | 其他 | 高楼层(共26层)  | 塔楼,0人关注 / 27天以前发布,420万,"31,785元/平",118.831827,32.030718,江苏省南京市秦淮区梅花山庄·湖畔之星,住宅区
弘阳时光里 自住装修30万含车位 套内面积大 人车分流,弘阳时光里一区 ,3室2厅 | 74.5平米 | 南 北 | 其他 | 高楼层(共18层)  | 板塔结合,1人关注 / 1个月以前发布,198万,"26,578元/平",118.724189,32.140230,江苏省南京市浦口区弘阳,村庄
小区绿化好，爬楼方便，诚心出售,御水湾花园 ,2室1厅 | 88.6平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,4人关注 / 1个月以前发布,285万,"32,168元/平",,,,
宏图大三房 精装修 采光好  户型方正 三开间朝南,宏图上水园 ,3室1厅 | 126.05平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,30人关注 / 一年前发布,530万,"42,047元/平",118.796624,32.059344,江苏省南京市,市
双南户型 景观楼层 高价比两房 可看房,文鼎雅苑 ,2室1厅 | 86.85平米 | 南 北 | 精装 | 中楼层(共18层)  | 塔楼,3人关注 / 7个月以前发布,130万,"14,969元/平",118.911415,31.909148,江苏省南京市江宁区文鼎雅苑,住宅区
扬子江隧道口 安置小区 生活便利,大新华府 ,3室2厅 | 87.17平米 | 南 | 其他 | 中楼层(共11层)  | 板楼,2人关注 / 11个月以前发布,100万,"11,472元/平",118.704437,32.095061,江苏省南京市浦口区大新华府,住宅区
万科开发，物业 开发商精装三大件新空，好楼层采光佳,首开万科江悦光年 ,3室2厅 | 102.66平米 | 南 | 精装 | 低楼层(共23层)  | 板楼,5人关注 / 2个月以前发布,268万,"26,106元/平",118.657637,32.076196,江苏省南京市浦口区江悦光年,住宅区
采光好位置好小区中间飞机户型南北通透,颐和家园尚玄 ,3室2厅 | 111.44平米 | 南 北 | 精装 | 高楼层(共10层)  | 板楼,24人关注 / 6个月以前发布,400万,"35,894元/平",,,,
南部新城 边户两房 采光无遮挡 6号线出口 楼层好,康业里 ,2室1厅 | 62.88平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 29天以前发布,130万,"20,675元/平",118.805683,32.004747,江苏省南京市秦淮区康业里,住宅区
通透户型 满五年中间楼层看中价格可谈,明发滨江一期 ,3室1厅 | 124.23平米 | 南 | 简装 | 中楼层(共12层)  | 板塔结合,2人关注 / 14天以前发布,186万,"14,973元/平",118.796624,32.059344,江苏省南京市,市
此房满5年不唯一南北格局好楼层好视野宽阔，采光充足,宁夏路 ,2室1厅 | 45.17平米 | 南 | 其他 | 中楼层(共4层)  | 板楼,1人关注 / 6个月以前发布,259万,"57,339元/平",118.765049,32.066160,江苏省南京市鼓楼区宁夏路,道路
低密度花园洋房 南北通透 低楼层 看房方便,莱茵东郡 ,3室2厅 | 129.98平米 | 南 北 | 其他 | 中楼层(共4层)  | 板楼,7人关注 / 11天以前发布,295万,"22,696元/平",118.862878,31.933308,江苏省南京市江宁区莱茵东郡,住宅区
精装修138平 含产权车位 纯边户 视野无遮挡 看房方便,金浦御龙湾H区 ,4室2厅 | 138.5平米 | 南 北 | 精装 | 中楼层(共11层)  | 板塔结合,2人关注 / 6个月以前发布,416万,"30,037元/平",,,,
保利国际二期 三房 新空毛坯 无遮挡 近地铁 江景房,保利国际社区二期 ,3室2厅 | 94.63平米 | 南 | 简装 | 高楼层(共33层)  | 板塔结合,0人关注 / 3个月以前发布,248万,"26,208元/平",118.826602,32.141573,江苏省南京市栖霞区保利·国际社区二期,住宅区
浦厂南苑一楼带院 满五年 交通便利 配套成熟 诚心出售,南苑社区 ,2室2厅 | 55.59平米 | 南 | 简装 | 低楼层(共7层)  | 板塔结合,4人关注 / 11个月以前发布,76万,"13,672元/平",118.692040,32.111494,江苏省南京市浦口区南苑社区,村庄
场门口小区  不占用 中间楼层,场门口2号 ,2室1厅 | 65.13平米 | 南 北 | 其他 | 中楼层(共4层)  | 板楼,5人关注 / 一年前发布,288万,"44,220元/平",,,,
新街口商圈 朝天宫5号线地铁口全明边户,通宇花园 ,3室2厅 | 115.18平米 | 南 | 简装 | 低楼层(共11层)  | 板楼,5人关注 / 6个月以前发布,330万,"28,651元/平",118.770215,32.033435,江苏省南京市秦淮区通宇花园,住宅区
莱蒙水榭阳光 楼栋楼层好 视野好 精装自住 诚售有钥匙,水榭阳光花园 ,2室2厅 | 74.24平米 | 南 | 精装 | 中楼层(共27层)  | 板塔结合,8人关注 / 8个月以前发布,190万,"25,593元/平",118.888088,31.324930,江苏省南京市高淳区阳光花园,住宅区
热河南路 大两房 中楼层 采光佳 位置好 12/中,热河南路 ,2室1厅 | 51平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,8人关注 / 2个月以前发布,80万,"15,687元/平",118.739481,32.082654,江苏省南京市鼓楼区热河南路,住宅区
张府园地铁口 双南一北三房 交通便利 采光视野不遮挡,千章巷 ,3室1厅 | 66.19平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,2人关注 / 1个月以前发布,158万,"23,871元/平",118.778953,32.027845,江苏省南京市秦淮区千章巷,道路
店长优选好房 胜太路地铁口，70年产权民用水电有燃气,同曦新贵之都 ,1室1厅 | 46.25平米 | 东 | 简装 | 高楼层(共30层)  | 塔楼,5人关注 / 2个月以前发布,72万,"15,568元/平",118.822676,31.941568,江苏省南京市江宁区同曦新贵之都(北门),兴趣点
新上两房+户型方正+好楼层+全天阳光+业主诚心卖+满五,威尼斯水城第十二街区 ,2室2厅 | 88.56平米 | 南 | 简装 | 中楼层(共33层)  | 板塔结合,0人关注 / 30天以前发布,115万,"12,986元/平",118.733708,32.155048,江苏省南京市浦口区北外滩水城十五街区第十二街区,住宅区
精装交付，户型方正，万科物业，高品质小区,万科金域东方 ,3室2厅 | 89.31平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,3人关注 / 3个月以前发布,118.5万,"13,269元/平",118.941886,31.927640,江苏省南京市江宁区万科金域东方,住宅区
满五年 高楼层采光视野好 配套齐全 看房随时 业主诚心,朗诗国际街区南园 ,2室1厅 | 86平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,3人关注 / 1个月以前发布,398万,"46,280元/平",118.725321,31.992732,江苏省南京市建邺区朗诗国际街区,住宅区
树人 定淮门大街 00后房龄 不临街 无噪音 南北户型,定淮门大街 ,2室1厅 | 55.5平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,5人关注 / 1个月以前发布,298万,"53,694元/平",118.739350,32.065042,江苏省南京市鼓楼区定淮门大街,道路
